temp,pres,hum,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,pitch,roll,yaw,datetime
34.0,1017.0,37.3,-156.59,-284.63,472.52,-0.275,-0.811,-0.46,22.93,251.37,220.17,2022-11-07 22:26:08.241953
34.0,1017.0,38.6,-156.09,-284.91,472.51,-0.254,-0.854,-0.457,22.49,251.02,222.33,2022-11-07 22:26:09.328412
34.0,1017.0,37.2,-156.49,-285.01,472.52,-0.313,-0.854,-0.457,22.08,250.67,224.29,2022-11-07 22:26:10.413376
34.0,1017.0,37.2,-156.55,-284.97,472.52,-0.251,-0.854,-0.445,21.8,250.24,226.02,2022-11-07 22:26:11.498512
34.0,1017.0,37.0,-156.76,-284.79,472.53,-0.315,-0.871,-0.447,21.82,251.12,227.71,2022-11-07 22:26:12.583534
34.0,1017.0,37.6,-156.88,-284.65,472.53,-0.244,-0.834,-0.441,21.6,251.26,229.43,2022-11-07 22:26:13.662576
34.0,1017.0,37.5,-156.83,-284.98,472.53,-0.263,-0.828,-0.443,21.41,251.64,230.94,2022-11-07 22:26:14.753359
34.0,1017.0,37.1,-156.85,-284.75,472.53,-0.25,-0.837,-0.463,21.02,251.62,232.21,2022-11-07 22:26:15.838457
34.0,1017.0,37.3,-156.84,-284.83,472.53,-0.249,-0.841,-0.448,20.66,251.66,233.51,2022-11-07 22:26:16.923468
34.0,1017.0,37.0,-156.68,-285.09,472.53,-0.24,-0.81,-0.437,20.54,251.51,234.84,2022-11-07 22:26:18.008393
34.0,1017.0,37.3,-156.78,-285.32,472.53,-0.253,-0.817,-0.427,20.36,252.27,236.24,2022-11-07 22:26:19.097941
34.0,1017.0,37.1,-156.85,-285.09,472.53,-0.251,-0.825,-0.439,20.35,252.03,237.22,2022-11-07 22:26:20.185828
34.0,1017.0,37.4,-156.76,-285.05,472.53,-0.261,-0.824,-0.453,20.16,252.14,238.06,2022-11-07 22:26:21.266614
34.0,1017.0,37.3,-156.57,-285.26,472.52,-0.312,-0.83,-0.445,20.23,251.83,239.08,2022-11-07 22:26:22.351818
34.0,1017.0,36.8,-156.44,-285.33,472.52,-0.309,-0.82,-0.457,20.15,251.85,239.82,2022-11-07 22:26:23.439678
34.0,1017.0,37.2,-156.64,-285.48,472.53,-0.23,-0.809,-0.454,19.83,251.87,240.72,2022-11-07 22:26:24.528965
34.0,1018.0,37.3,-156.91,-285.63,472.53,-0.238,-0.84,-0.384,19.73,252.06,241.63,2022-11-07 22:26:25.614370
34.0,1017.0,37.3,-157.1,-285.24,472.54,-0.254,-0.827,-0.441,19.54,251.82,242.54,2022-11-07 22:26:26.699326
34.0,1017.0,37.2,-157.11,-285.21,472.54,-0.265,-0.858,-0.458,19.47,251.82,243.22,2022-11-07 22:26:27.784337
34.0,1017.0,37.2,-157.03,-285.33,472.53,-0.241,-0.835,-0.438,19.2,251.8,243.86,2022-11-07 22:26:28.873731
34.0,1017.0,37.2,-157.23,-285.09,472.54,-0.242,-0.828,-0.448,19.27,251.95,244.58,2022-11-07 22:26:29.963053
34.0,1017.0,37.1,-157.3,-285.23,472.54,-0.255,-0.838,-0.445,19.27,251.88,245.24,2022-11-07 22:26:31.052349
34.0,1017.0,36.9,-157.35,-285.39,472.54,-0.244,-0.827,-0.449,19.33,252.03,245.77,2022-11-07 22:26:32.141594
34.0,1017.0,37.3,-157.43,-285.34,472.54,-0.252,-0.839,-0.437,19.28,251.49,246.26,2022-11-07 22:26:33.225548
34.0,1017.0,37.0,-157.15,-285.35,472.54,-0.253,-0.837,-0.454,19.39,251.22,246.92,2022-11-07 22:26:34.314865
34.0,1017.0,37.0,-157.04,-285.46,472.53,-0.246,-0.822,-0.439,19.24,250.89,247.38,2022-11-07 22:26:35.402494
34.0,1017.0,37.5,-156.86,-285.77,472.53,-0.255,-0.835,-0.437,19.2,250.8,247.85,2022-11-07 22:26:36.487615
34.0,1017.0,36.9,-157.14,-285.85,472.54,-0.258,-0.833,-0.459,19.09,251.27,248.54,2022-11-07 22:26:37.572714
34.0,1017.0,37.1,-157.1,-285.79,472.54,-0.314,-0.831,-0.446,19.17,251.01,249.11,2022-11-07 22:26:38.657735
34.0,1018.0,37.5,-157.22,-286.07,472.54,-0.198,-0.819,-0.419,19.17,250.65,249.32,2022-11-07 22:26:39.747071
34.0,1018.0,37.0,-157.26,-285.97,472.54,-0.269,-0.842,-0.47,19.21,250.67,249.72,2022-11-07 22:26:40.836452
34.0,1018.0,37.2,-157.62,-286.35,472.55,-0.27,-0.823,-0.417,19.31,249.83,250.11,2022-11-07 22:26:41.925658
34.0,1018.0,37.4,-157.59,-286.53,472.55,-0.266,-0.832,-0.42,19.12,249.25,250.61,2022-11-07 22:26:43.005826
34.0,1018.0,37.0,-157.59,-286.31,472.55,-0.266,-0.829,-0.423,19.29,249.95,250.99,2022-11-07 22:26:44.092284
34.0,1018.0,36.9,-157.49,-286.18,472.55,-0.266,-0.826,-0.44,19.21,250.2,251.22,2022-11-07 22:26:45.177384
34.0,1018.0,37.3,-157.65,-285.83,472.55,-0.191,-0.827,-0.448,19.2,249.99,251.68,2022-11-07 22:26:46.262329
34.0,1018.0,37.2,-157.93,-285.68,472.55,-0.259,-0.83,-0.466,18.94,249.88,252.0,2022-11-07 22:26:47.351604
34.0,1018.0,37.4,-157.93,-285.91,472.56,-0.241,-0.837,-0.434,18.85,249.73,252.11,2022-11-07 22:26:48.440926
34.0,1017.0,37.1,-158.36,-285.69,472.56,-0.257,-0.835,-0.446,18.67,249.95,252.44,2022-11-07 22:26:49.530267
34.0,1017.0,37.1,-158.27,-285.68,472.56,-0.239,-0.828,-0.493,18.51,249.77,252.55,2022-11-07 22:26:50.615047
34.0,1017.0,37.2,-158.08,-285.37,472.56,-0.25,-0.835,-0.448,18.41,249.62,252.83,2022-11-07 22:26:51.700202
34.0,1017.0,38.2,-157.72,-285.38,472.55,-0.272,-0.81,-0.426,18.5,250.2,253.12,2022-11-07 22:26:52.792206
34.0,1017.0,37.0,-157.83,-285.26,472.55,-0.196,-0.83,-0.45,18.39,250.42,253.26,2022-11-07 22:26:53.880883
34.0,1017.0,37.1,-158.28,-285.46,472.56,-0.263,-0.831,-0.451,18.38,250.06,253.43,2022-11-07 22:26:54.965803
34.0,1017.0,37.2,-158.41,-285.38,472.56,-0.259,-0.825,-0.493,18.31,250.65,253.7,2022-11-07 22:26:56.050913
34.0,1017.0,37.1,-158.3,-285.44,472.56,-0.261,-0.837,-0.438,18.11,250.61,253.79,2022-11-07 22:26:57.135904
34.0,1017.0,37.2,-158.09,-285.32,472.56,-0.254,-0.826,-0.435,18.1,250.36,253.93,2022-11-07 22:26:58.225304
34.0,1017.0,37.4,-158.04,-285.15,472.56,-0.265,-0.834,-0.429,18.18,250.37,254.01,2022-11-07 22:26:59.314636
34.0,1017.0,37.3,-157.9,-285.35,472.55,-0.254,-0.813,-0.43,18.17,250.06,254.22,2022-11-07 22:27:00.403910
34.0,1017.0,37.3,-157.96,-285.46,472.55,-0.266,-0.835,-0.44,18.31,249.99,254.28,2022-11-07 22:27:01.488971
34.0,1017.0,36.8,-158.17,-285.57,472.56,-0.257,-0.836,-0.438,18.6,250.04,254.31,2022-11-07 22:27:02.573978
34.0,1017.0,37.4,-158.12,-285.76,472.56,-0.193,-0.827,-0.436,18.8,250.13,254.35,2022-11-07 22:27:03.659080
34.0,1017.0,37.1,-158.31,-285.61,472.56,-0.26,-0.831,-0.436,18.92,250.14,254.44,2022-11-07 22:27:04.748233
34.0,1017.0,37.1,-158.37,-285.46,472.56,-0.257,-0.83,-0.442,19.02,249.96,254.39,2022-11-07 22:27:05.837550
34.0,1017.0,37.1,-158.25,-285.28,472.56,-0.26,-0.833,-0.443,19.04,250.13,254.47,2022-11-07 22:27:06.926886
34.0,1017.0,37.1,-157.91,-285.25,472.55,-0.259,-0.832,-0.447,19.1,250.16,254.57,2022-11-07 22:27:08.012013
34.0,1017.0,37.2,-158.07,-285.43,472.56,-0.26,-0.837,-0.45,19.37,250.25,254.7,2022-11-07 22:27:09.097043
34.0,1017.0,37.2,-158.04,-285.59,472.56,-0.314,-0.827,-0.446,19.51,250.35,254.71,2022-11-07 22:27:10.182519
34.0,1017.0,37.3,-157.99,-285.76,472.56,-0.261,-0.83,-0.443,19.58,250.59,254.87,2022-11-07 22:27:11.266286
34.0,1018.0,37.3,-157.84,-285.8,472.55,-0.26,-0.822,-0.443,19.59,250.5,254.8,2022-11-07 22:27:12.351290
34.0,1018.0,37.1,-157.88,-285.9,472.55,-0.256,-0.833,-0.451,19.52,250.39,254.72,2022-11-07 22:27:13.436472
34.0,1019.0,37.4,-157.91,-285.9,472.56,-0.255,-0.836,-0.45,19.5,250.14,254.71,2022-11-07 22:27:14.521533
34.0,1019.0,37.0,-157.95,-285.75,472.56,-0.257,-0.83,-0.442,19.58,250.41,254.67,2022-11-07 22:27:15.606423
34.0,1019.0,37.2,-157.91,-285.45,472.55,-0.256,-0.833,-0.45,19.68,250.41,254.73,2022-11-07 22:27:16.695452
34.0,1019.0,37.2,-157.9,-285.3,472.55,-0.26,-0.834,-0.444,19.76,250.46,254.8,2022-11-07 22:27:17.784764
34.0,1019.0,36.9,-158.1,-285.27,472.56,-0.259,-0.828,-0.44,19.68,250.52,254.8,2022-11-07 22:27:18.875340
34.0,1019.0,37.3,-158.2,-285.39,472.56,-0.257,-0.827,-0.44,19.73,250.51,254.79,2022-11-07 22:27:19.964421
34.0,1019.0,37.2,-158.46,-285.36,472.57,-0.258,-0.829,-0.441,19.75,250.46,254.67,2022-11-07 22:27:21.053867
34.0,1019.0,38.8,-158.4,-285.35,472.56,-0.259,-0.83,-0.441,19.73,250.41,254.63,2022-11-07 22:27:22.144576
34.0,1019.0,37.0,-158.4,-285.16,472.56,-0.262,-0.833,-0.442,19.78,250.4,254.64,2022-11-07 22:27:23.233840
34.0,1019.0,37.3,-158.36,-285.14,472.56,-0.256,-0.828,-0.446,19.91,250.11,254.58,2022-11-07 22:27:24.323489
34.0,1019.0,36.6,-158.53,-285.44,472.57,-0.257,-0.83,-0.445,19.78,250.15,254.7,2022-11-07 22:27:25.414178
34.0,1019.0,37.4,-159.27,-285.18,472.58,-0.249,-0.848,-0.451,19.72,250.82,254.8,2022-11-07 22:27:26.503439
34.0,1019.0,37.3,-158.54,-283.28,472.56,-0.261,-0.846,-0.44,19.65,250.67,254.97,2022-11-07 22:27:27.582510
34.0,1019.0,37.1,-158.09,-280.52,472.54,-0.258,-0.829,-0.441,19.78,250.93,254.97,2022-11-07 22:27:28.667763
34.0,1019.0,37.4,-158.04,-279.08,472.54,-0.256,-0.826,-0.439,19.75,250.93,254.94,2022-11-07 22:27:29.757168
34.0,1019.0,37.3,-157.89,-278.43,472.53,-0.256,-0.825,-0.445,19.77,250.93,255.05,2022-11-07 22:27:30.846376
34.0,1019.0,37.0,-157.63,-277.92,472.52,-0.257,-0.827,-0.437,19.75,251.02,254.95,2022-11-07 22:27:31.931282
34.0,1019.0,36.9,-158.4,-277.39,472.54,-0.258,-0.83,-0.45,19.81,250.64,255.01,2022-11-07 22:27:33.016340
34.0,1019.0,37.9,-158.22,-277.4,472.54,-0.258,-0.829,-0.447,19.91,250.56,254.99,2022-11-07 22:27:34.108281
34.0,1019.0,37.2,-158.15,-277.53,472.53,-0.258,-0.836,-0.444,19.93,250.69,254.93,2022-11-07 22:27:35.197277
34.0,1019.0,37.3,-158.08,-277.63,472.53,-0.254,-0.832,-0.447,19.92,250.75,254.97,2022-11-07 22:27:36.282254
34.0,1019.0,36.9,-157.85,-277.77,472.53,-0.255,-0.828,-0.449,19.86,250.38,254.81,2022-11-07 22:27:37.368818
34.0,1019.0,37.2,-157.72,-277.94,472.53,-0.262,-0.829,-0.434,19.74,250.44,255.0,2022-11-07 22:27:38.453907
34.0,1019.0,37.3,-157.61,-278.16,472.52,-0.26,-0.83,-0.445,19.79,250.38,255.1,2022-11-07 22:27:39.538711
34.0,1019.0,37.1,-158.2,-277.65,472.54,-0.257,-0.838,-0.44,19.8,250.36,255.04,2022-11-07 22:27:40.623777
34.0,1019.0,37.1,-158.03,-277.65,472.53,-0.259,-0.827,-0.448,19.79,250.42,255.05,2022-11-07 22:27:41.713044
34.0,1019.0,39.2,-157.89,-277.71,472.53,-0.259,-0.837,-0.453,19.75,250.41,255.02,2022-11-07 22:27:42.803683
34.0,1019.0,37.3,-157.76,-277.69,472.53,-0.259,-0.832,-0.438,19.74,250.77,255.03,2022-11-07 22:27:43.892992
34.0,1019.0,37.2,-157.44,-277.5,472.52,-0.263,-0.833,-0.448,19.69,250.24,254.95,2022-11-07 22:27:44.982219
34.0,1019.0,37.0,-157.39,-277.43,472.52,-0.253,-0.814,-0.462,20.36,248.55,254.35,2022-11-07 22:27:46.072891
34.0,1019.0,37.4,-157.78,-277.72,472.53,-0.194,-0.71,-0.448,18.7,243.8,255.93,2022-11-07 22:27:47.162136
34.0,1019.0,37.2,-157.7,-278.41,472.53,-0.172,-0.742,-0.578,16.08,243.26,295.52,2022-11-07 22:27:48.251339
34.0,1019.0,37.2,-159.75,-275.01,472.56,0.099,-0.84,-0.24,8.43,242.52,346.14,2022-11-07 22:27:49.341933
34.0,1019.0,37.3,-160.26,-273.52,472.57,-0.304,-0.135,-0.859,25.19,135.49,242.51,2022-11-07 22:27:50.431382
34.0,1018.0,37.1,-173.76,-300.14,472.95,0.765,0.95,-0.045,27.03,142.69,248.18,2022-11-07 22:27:51.516531
34.0,1018.0,38.0,-206.2,-339.76,473.79,0.515,0.831,0.336,16.13,131.22,216.06,2022-11-07 22:27:52.604241
34.0,1019.0,37.3,-222.01,-357.01,474.19,0.808,0.755,0.668,28.39,113.88,193.92,2022-11-07 22:27:53.693579
34.0,1019.0,37.5,-235.05,-359.83,474.49,0.562,0.685,0.49,27.79,108.07,185.9,2022-11-07 22:27:54.782588
34.0,1019.0,37.4,-242.38,-361.44,474.66,0.561,0.682,0.496,26.64,102.62,179.89,2022-11-07 22:27:55.867380
34.0,1019.0,37.7,-245.97,-362.35,474.74,0.561,0.686,0.49,25.26,98.37,173.28,2022-11-07 22:27:56.952154
34.0,1019.0,37.4,-247.85,-362.94,474.78,0.56,0.68,0.493,23.35,94.39,167.68,2022-11-07 22:27:58.036874
34.0,1019.0,37.6,-248.99,-363.28,474.81,0.554,0.685,0.497,21.29,90.61,162.9,2022-11-07 22:27:59.125728
34.0,1019.0,37.5,-249.64,-363.52,474.82,0.563,0.696,0.501,19.03,87.31,158.47,2022-11-07 22:28:00.210245
34.0,1019.0,40.2,-250.02,-363.47,474.83,0.501,0.688,0.496,17.01,84.35,154.58,2022-11-07 22:28:01.294871
34.0,1019.0,37.7,-250.3,-363.9,474.84,0.559,0.685,0.496,14.68,81.82,151.09,2022-11-07 22:28:02.377595
34.0,1019.0,37.6,-249.88,-363.71,474.83,0.621,0.684,0.494,10.98,78.88,143.43,2022-11-07 22:28:03.462147
34.0,1019.0,37.9,-250.11,-363.73,474.84,0.562,0.673,0.493,8.68,77.28,141.07,2022-11-07 22:28:04.548338
34.0,1019.0,37.9,-250.25,-363.66,474.84,0.497,0.676,0.494,6.33,75.75,138.97,2022-11-07 22:28:05.633408
34.0,1019.0,37.9,-250.39,-363.77,474.84,0.563,0.686,0.498,4.06,74.38,136.89,2022-11-07 22:28:06.719924
34.0,1019.0,37.8,-250.51,-364.08,474.85,0.618,0.685,0.498,1.25,73.28,134.63,2022-11-07 22:28:07.804799
34.0,1019.0,38.0,-250.31,-364.24,474.84,0.619,0.683,0.495,359.28,72.24,132.83,2022-11-07 22:28:08.893400
34.0,1019.0,38.1,-250.35,-364.19,474.84,0.555,0.68,0.493,357.19,71.11,131.02,2022-11-07 22:28:09.982492
34.0,1019.0,38.3,-250.01,-364.21,474.83,0.611,0.744,0.559,353.31,70.56,125.4,2022-11-07 22:28:11.067400
34.0,1019.0,38.2,-249.79,-364.19,474.83,0.56,0.686,0.497,351.59,69.85,124.27,2022-11-07 22:28:12.152440
34.0,1019.0,38.2,-250.79,-364.36,474.85,0.499,0.686,0.497,350.04,69.26,123.26,2022-11-07 22:28:13.237490
34.0,1019.0,38.2,-250.9,-364.61,474.86,0.558,0.682,0.494,348.48,68.97,122.19,2022-11-07 22:28:14.326761
34.0,1018.0,37.1,-250.79,-364.47,474.85,0.556,0.684,0.498,347.2,68.38,121.12,2022-11-07 22:28:15.403459
34.0,1018.0,38.2,-250.87,-364.42,474.85,0.56,0.68,0.494,345.61,68.09,120.16,2022-11-07 22:28:16.488565
34.0,1018.0,38.2,-251.09,-364.32,474.86,0.559,0.678,0.496,344.46,67.31,119.71,2022-11-07 22:28:17.573681
34.0,1019.0,38.4,-251.11,-364.29,474.86,0.56,0.686,0.496,343.4,66.7,119.0,2022-11-07 22:28:18.658545
34.0,1019.0,38.1,-250.85,-364.24,474.85,0.551,0.745,0.502,342.31,66.34,118.37,2022-11-07 22:28:19.743362
34.0,1018.0,38.6,-250.72,-364.34,474.85,0.553,0.685,0.495,340.89,66.2,117.45,2022-11-07 22:28:20.831955
34.0,1018.0,38.5,-250.94,-364.21,474.85,0.56,0.68,0.491,340.03,65.7,116.94,2022-11-07 22:28:21.921239
34.0,1018.0,38.6,-250.96,-364.18,474.86,0.535,0.72,0.483,339.32,66.27,118.32,2022-11-07 22:28:23.006276
34.0,1018.0,38.5,-251.21,-364.32,474.86,0.595,0.682,0.499,337.82,66.06,116.87,2022-11-07 22:28:24.081240
34.0,1018.0,38.7,-251.35,-364.38,474.86,0.619,0.681,0.495,336.84,65.96,116.25,2022-11-07 22:28:25.166206
34.0,1018.0,38.6,-251.3,-364.41,474.86,0.562,0.684,0.497,335.87,65.59,115.69,2022-11-07 22:28:26.255356
34.0,1018.0,38.5,-251.21,-364.71,474.86,0.55,0.673,0.491,334.98,65.33,115.61,2022-11-07 22:28:27.340338
34.0,1018.0,38.4,-251.25,-364.82,474.86,0.555,0.684,0.502,334.22,65.1,114.96,2022-11-07 22:28:28.425444
34.0,1018.0,38.6,-251.3,-364.91,474.87,0.558,0.741,0.499,333.7,64.74,114.85,2022-11-07 22:28:29.510423
33.0,1018.0,38.5,-251.33,-365.24,474.87,0.549,0.685,0.498,333.03,64.74,114.45,2022-11-07 22:28:30.599673
34.0,1018.0,38.2,-251.16,-365.34,474.86,0.544,0.683,0.491,332.53,64.69,114.24,2022-11-07 22:28:31.690199
34.0,1018.0,38.8,-251.14,-365.42,474.86,0.62,0.677,0.501,331.83,64.32,114.08,2022-11-07 22:28:32.779379
33.0,1018.0,38.7,-251.51,-365.11,474.87,0.547,0.685,0.509,330.99,64.26,113.74,2022-11-07 22:28:33.867186
33.0,1018.0,38.4,-250.9,-364.92,474.86,0.554,0.679,0.501,332.11,62.69,117.37,2022-11-07 22:28:34.959300
33.0,1018.0,38.7,-250.88,-364.89,474.86,0.565,0.679,0.496,331.71,61.96,117.9,2022-11-07 22:28:36.048589
34.0,1018.0,38.6,-250.81,-364.96,474.85,0.553,0.679,0.507,331.03,61.72,117.77,2022-11-07 22:28:37.137742
33.0,1018.0,39.3,-250.74,-365.02,474.85,0.553,0.679,0.501,330.62,61.54,117.31,2022-11-07 22:28:38.229747
34.0,1018.0,38.6,-250.79,-364.76,474.85,0.499,0.677,0.499,330.01,61.26,116.92,2022-11-07 22:28:39.319149
33.0,1018.0,38.7,-250.44,-364.77,474.85,0.557,0.687,0.509,329.93,60.96,116.5,2022-11-07 22:28:40.408340
33.0,1018.0,40.0,-249.72,-364.76,474.83,0.546,0.682,0.518,329.91,60.64,116.15,2022-11-07 22:28:41.496104
33.0,1018.0,38.7,-250.07,-364.97,474.84,0.617,0.745,0.507,329.52,60.71,115.69,2022-11-07 22:28:42.581386
34.0,1018.0,38.7,-250.25,-364.73,474.84,0.559,0.678,0.506,328.95,60.74,115.43,2022-11-07 22:28:43.670452
33.0,1018.0,39.0,-250.36,-364.75,474.84,0.563,0.674,0.494,328.61,60.85,115.06,2022-11-07 22:28:44.757368
33.0,1018.0,39.0,-250.52,-364.94,474.85,0.558,0.669,0.502,328.71,60.53,114.07,2022-11-07 22:28:45.842492
33.0,1018.0,38.9,-250.56,-364.9,474.85,0.563,0.679,0.5,328.23,60.47,113.96,2022-11-07 22:28:46.931654
33.0,1018.0,39.0,-250.68,-365.03,474.85,0.564,0.688,0.503,328.46,60.28,114.0,2022-11-07 22:28:48.020836
33.0,1018.0,39.2,-250.65,-365.13,474.85,0.553,0.663,0.513,327.81,60.07,114.27,2022-11-07 22:28:49.110220
33.0,1018.0,38.9,-250.42,-365.64,474.85,0.531,0.675,0.523,326.49,60.73,113.2,2022-11-07 22:28:50.195237
33.0,1018.0,39.1,-250.48,-366.74,474.85,0.596,0.678,0.466,322.35,55.66,144.38,2022-11-07 22:28:51.280170
33.0,1018.0,39.1,-251.31,-364.86,474.87,0.596,0.521,0.67,315.91,57.47,182.15,2022-11-07 22:28:52.365288
34.0,1018.0,38.9,-253.02,-362.16,474.89,0.565,0.631,0.51,317.14,57.78,177.97,2022-11-07 22:28:53.454632
33.0,1018.0,39.1,-252.81,-363.19,474.89,0.545,0.646,0.534,316.42,58.81,173.35,2022-11-07 22:28:54.533234
33.0,1018.0,39.3,-252.79,-363.8,474.89,0.563,0.654,0.535,316.85,59.06,169.59,2022-11-07 22:28:55.618155
33.0,1018.0,38.9,-253.02,-364.0,474.9,0.564,0.651,0.537,317.32,59.39,165.88,2022-11-07 22:28:56.707367
33.0,1018.0,39.0,-252.89,-364.08,474.9,0.563,0.651,0.53,317.8,59.71,162.52,2022-11-07 22:28:57.796565
33.0,1018.0,39.8,-252.93,-364.32,474.9,0.555,0.644,0.527,318.52,60.04,159.1,2022-11-07 22:28:58.887121
33.0,1018.0,39.2,-252.83,-364.45,474.9,0.562,0.652,0.531,318.82,60.4,156.09,2022-11-07 22:28:59.976443
33.0,1018.0,39.0,-252.84,-363.82,474.9,0.552,0.655,0.537,323.64,61.73,151.21,2022-11-07 22:29:01.066214
33.0,1018.0,41.3,-252.9,-364.25,474.9,0.563,0.654,0.536,323.69,61.82,148.71,2022-11-07 22:29:02.156817
33.0,1018.0,39.2,-252.91,-364.68,474.9,0.498,0.645,0.532,324.16,61.55,146.31,2022-11-07 22:29:03.246046
33.0,1018.0,39.0,-252.65,-364.42,474.89,0.543,0.656,0.539,324.63,61.28,144.63,2022-11-07 22:29:04.335120
33.0,1018.0,37.6,-252.48,-364.26,474.89,0.546,0.653,0.535,324.46,61.27,142.21,2022-11-07 22:29:05.426938
33.0,1018.0,39.4,-252.58,-364.42,474.89,0.55,0.652,0.538,324.28,61.62,140.17,2022-11-07 22:29:06.504741
33.0,1018.0,39.4,-252.6,-364.62,474.89,0.551,0.657,0.537,324.32,61.64,138.11,2022-11-07 22:29:07.589765
33.0,1018.0,39.3,-252.85,-364.63,474.9,0.562,0.655,0.534,321.83,64.7,131.49,2022-11-07 22:29:08.679040
33.0,1018.0,39.5,-253.16,-364.71,474.91,0.56,0.652,0.534,322.06,64.11,130.34,2022-11-07 22:29:09.768143
33.0,1018.0,39.2,-253.07,-364.65,474.9,0.557,0.655,0.537,322.2,63.95,129.06,2022-11-07 22:29:10.852866
33.0,1018.0,39.3,-253.03,-364.55,474.9,0.56,0.657,0.533,321.76,64.05,127.89,2022-11-07 22:29:11.937776
33.0,1018.0,39.4,-252.89,-364.78,474.9,0.549,0.653,0.538,322.28,63.27,127.22,2022-11-07 22:29:13.022721
33.0,1018.0,39.4,-252.65,-364.25,474.89,0.62,0.652,0.542,321.83,63.11,126.04,2022-11-07 22:29:14.111895
33.0,1018.0,39.4,-252.62,-364.52,474.89,0.56,0.649,0.538,321.86,62.9,125.14,2022-11-07 22:29:15.199273
33.0,1018.0,39.1,-252.53,-364.59,474.89,0.618,0.651,0.532,322.06,62.66,124.51,2022-11-07 22:29:16.284222
33.0,1018.0,39.2,-252.45,-364.64,474.89,0.499,0.653,0.536,322.18,62.43,123.8,2022-11-07 22:29:17.373224
33.0,1018.0,39.2,-252.52,-364.69,474.89,0.497,0.653,0.538,322.45,62.09,123.07,2022-11-07 22:29:18.462285
33.0,1018.0,39.4,-252.63,-365.36,474.9,0.556,0.648,0.535,322.66,61.64,122.45,2022-11-07 22:29:19.551446
33.0,1018.0,39.3,-252.81,-364.91,474.9,0.621,0.656,0.536,322.8,61.48,121.95,2022-11-07 22:29:20.636353
33.0,1018.0,39.6,-252.83,-364.71,474.9,0.56,0.651,0.54,322.95,61.11,121.5,2022-11-07 22:29:21.721296
33.0,1018.0,40.3,-252.91,-364.7,474.9,0.556,0.66,0.542,322.53,60.75,120.93,2022-11-07 22:29:22.813260
33.0,1018.0,39.3,-252.97,-364.67,474.9,0.563,0.64,0.531,324.36,58.06,124.76,2022-11-07 22:29:23.898119
33.0,1018.0,39.3,-253.08,-364.64,474.9,0.538,0.632,0.536,324.8,57.94,123.97,2022-11-07 22:29:24.983088
33.0,1018.0,39.7,-252.81,-364.76,474.9,0.556,0.654,0.539,324.52,58.17,123.09,2022-11-07 22:29:26.067974
33.0,1018.0,39.7,-252.82,-364.73,474.9,0.555,0.649,0.539,324.52,58.2,122.35,2022-11-07 22:29:27.157162
33.0,1018.0,39.3,-252.78,-364.81,474.9,0.555,0.653,0.537,324.32,58.16,121.63,2022-11-07 22:29:28.246251
33.0,1017.0,39.4,-252.89,-364.74,474.9,0.554,0.649,0.54,324.1,58.03,121.08,2022-11-07 22:29:29.325605
33.0,1017.0,39.4,-252.83,-364.56,474.9,0.548,0.648,0.534,323.95,57.94,120.79,2022-11-07 22:29:30.410562
33.0,1017.0,39.5,-252.78,-364.67,474.9,0.555,0.652,0.54,323.83,57.98,120.29,2022-11-07 22:29:31.496795
33.0,1017.0,39.5,-252.72,-364.8,474.9,0.552,0.654,0.541,323.91,58.0,119.77,2022-11-07 22:29:32.581168
33.0,1017.0,39.4,-252.48,-364.61,474.89,0.551,0.655,0.542,323.95,57.97,119.37,2022-11-07 22:29:33.670226
33.0,1017.0,39.5,-252.45,-364.63,474.89,0.554,0.653,0.54,323.91,57.93,119.01,2022-11-07 22:29:34.755118
33.0,1017.0,39.4,-252.69,-364.6,474.89,0.554,0.651,0.541,323.61,57.78,118.61,2022-11-07 22:29:35.839996
33.0,1017.0,40.4,-252.71,-365.1,474.9,0.558,0.652,0.543,323.16,58.16,117.64,2022-11-07 22:29:36.925628
33.0,1017.0,39.5,-252.65,-364.97,474.89,0.559,0.656,0.543,323.33,58.13,117.35,2022-11-07 22:29:38.014787
33.0,1017.0,39.4,-253.26,-364.13,474.91,0.549,0.65,0.543,323.62,57.79,117.2,2022-11-07 22:29:39.103868
33.0,1017.0,39.3,-254.13,-364.17,474.93,0.567,0.651,0.541,323.27,57.97,116.97,2022-11-07 22:29:40.194275
33.0,1017.0,39.5,-254.41,-364.52,474.93,0.618,0.656,0.529,322.84,58.93,115.83,2022-11-07 22:29:41.283363
33.0,1017.0,39.2,-253.41,-365.79,474.91,0.467,0.793,0.419,324.53,56.14,127.4,2022-11-07 22:29:42.371295
33.0,1017.0,39.6,-252.7,-366.79,474.9,0.614,0.664,0.531,322.94,53.82,130.87,2022-11-07 22:29:43.456092
33.0,1017.0,39.4,-252.29,-367.12,474.89,0.553,0.648,0.545,322.97,54.22,129.58,2022-11-07 22:29:44.545295
33.0,1017.0,39.7,-251.88,-367.28,474.89,0.618,0.644,0.536,323.08,54.45,128.69,2022-11-07 22:29:45.634449
33.0,1017.0,39.6,-251.84,-367.37,474.88,0.554,0.647,0.54,323.22,54.48,127.65,2022-11-07 22:29:46.723503
33.0,1017.0,39.8,-251.49,-367.39,474.88,0.549,0.654,0.539,323.38,54.61,126.83,2022-11-07 22:29:47.808290
